symptoms	sentences
gastrointestinal discomfort	I don't know if I'm hungry.
gastrointestinal discomfort	Do you feel dizzy if your stomach is not feeling well?
hunger	If you want to eat more or if you want to eat more, you'll have to be hungry.
hunger,difficult eating	Is it not hunger when you're eating less, but every meal is full of ducks who feel sick but don't feel like they can't eat?
burning sensation in the pharynx,hiccup,dysphagia,counter-current	Hiccup, acid recovery, feel like there's food stuck in the throat, sometimes it burns under the throat.(Woman, 46 years old)
burning sensation in the pharynx,hiccup,dysphagia,counter-current	Hiccup, acidic acid, feel like there's food stuck in the throat, and sometimes it burns under the throat.
hiccup,counter-current	I'm hiccuping from stomach meat, or refluxed inflammation due to the reflux of stomach tubes.
hiccup,counter-current	I'm just trying to improve the feeling of hiccup and of having something in my voice.
burning sensation in the pharynx,hiccup,dysphagia,counter-current	Hiccup, acidic acid, feel like there's food stuck in the throat, and sometimes it burns under the throat.
helicobacter infection	The phantom snails are 60 years old, they're over 40 last year. Is there a problem?
loose stool	The shit is normally rare.
heat,abdominal pain	Hello. My lower right abdominal pain. There's no fever.
stomach ache	It's a pain in the stomach at first.
hiccup,hunger,stomach ache	The stomach has been uncomfortable for the past two weeks, with little food in the morning and no hunger in the middle of the afternoon, and the night hiccups smelled like lunch. There was no such thing, no pain in the stomach and no swelling. I'm just not hungry.
indigestion	Doctor, I'd like to know if chili is bad for digestion.
blood in stool	I've always had pepper skin in my shit and I thought it was blood before I found it.
blood in stool	It's easy to see if it's flesh and blood.
black poo,blood in stool	I'm just a little worried if there's anything I can do to prevent blood and black poop.
abdominal pain	Occasional mild pain in the lower right abdomen. Is it chronic appendicitis (Men, 27 years old)
abdominal pain	To the left side, it's a pain in the stomach.
indigestion	There's a problem with the digestive system.
disgusting,abdominal pain	It hurts in the middle of the tummy. She's always sick. She's 18 years old.
disgusting	Nothing. Just a little sick.
black poo,blood in stool	Hello, I still had a little blood on the poop yesterday, canals a little uncomfortable, and I got up this morning to pee a little black, and I was scared.
abdominal pain	There's nothing wrong with having a stomach ache the day before the day before and then an anus a little uncomfortable now.
restlessness	The whole people are anxious.
restlessness	Yeah, I'm really scared I've been anxious for two years.
diarrhea	I feel like I've been having diarrhea for a month and a half.
restlessness	I'm sorry.
abdominal pain	The abdominal ache for a long time. What's the reason?
sticky stool	The slime doesn't know what it's like. It's normal to do a lot of shit, it's sticky to the toilet.
bowel sound,abdominal pain	However, the abdominal pain has not improved, and it hurts from time to time, eat and drink water, lie down and hear intestinal noises, regular exhausts, but it does not stink.
diarrhea,abdominal distention,abdominal pain	Left abdominal pain, always diarrhea.
blood in stool	It's just blood. What's the reason? What should I do?
hiccup,abdominal distention,diarrhea,gastrointestinal discomfort,hot heart	I feel a little uncomfortable, old-fashioned, a little of Chinese medicine from Pygmy Hill the previous time, which may have been too good for me. I've had a little of oatmeal, a little of tofu, and I've been sitting there for a few minutes, a little of ass and a little diarrhea, and then the next day it's normal, and I feel burning in my stomach, and I don't know what's going on. Furthermore, I don't know if I've had a weak stomach, I haven't been eating junk food for years, I've been eating fruit every day, I've had milk, I've had a bad stomach.
hiccup	If I'm angry, I have it in high school. It's only been a few days.
stomach ache,abdominal distention	The stomach didn't hurt, just yesterday.
heat	What if there's a fever?
disgusting,stomach ache,spasms	The sudden pain in the stomach, the pain, the vomiting, yesterday at 6:00, went to the hospital, the blood was normal, it didn't work.
loose stool	== sync, corrected by alderman == elder_man
hiccup	Not much, always admiring.
hiccup,indigestion	Doctor, it's been two weeks since I've had enough. I've had a lot of gas and hiccups. I can't feel gas in my stomach, I can't take a shit. What do I do? Thank you.
gastrointestinal discomfort	Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.
helicobacter infection	Check out the phantom rotor, huh?
stomach ache,gastrointestinal discomfort	The stomach is not well, the appetite is low, and there are stomach aversions in the morning. Sometimes you're hungry, and you're hungry, and you're not feeling well. Sometimes stomach pains occur (men, 22 years old)
gastrointestinal discomfort	It feels like a bad stomach.
abdominal pain	I'm sorry, I'm sorry, I'm sorry.
hemorrhoid	Thank you. Hemorrhoids don't cause this.
abdominal distention	It hurts a little to eat, a little to eat, a little to eat, a little to eat, a little to lose, a big tooth to lose in recent years. You've lost 30 pounds of weight. You've had your prostate examined before, you've been walking a little fast. What's wrong with the inside of your right rib? (Men, 50 years old)
abdominal pain	Sometimes it hurts under the right side of the ribs. They say it's a gall bladder.
abdominal distention	Do phantoms cause stomach swelling?
abdominal distention	I don't know.
abdominal distention	Do you think it'll ease the tummy?
counter-current	The gastric mirrors were taken in 2016, 1, 3. The colonoscopy was taken in 2015, 1, 4. The lack of improvement in stomach inflammation for more than two months has increased. The shit is brown and there's always been slime. The colonoscopy in 2015 was also cerebral reflux and spherical inflammation. A year later, he went to the stomach mirror inflammation to rot in the ball. Now there's a sudden pain on the right side of the belly. Do I need to take another look at the intestinal mirror? What should I do with the doctor?
counter-current	Okay. Did my ball rot because of a long-term urchin reflux?
loose stool,counter-current,abdominal pain	There's no anti-acid, but there's always a gap. When you're done eating, you have a stomachache to go to shit. I can't make shit and I can't make it. Now it hurts every second of every time on the right side of the belly.
counter-current	It's hard for this urchin reflux and the ball to rot. I've been taking pills for over two months. The Chinese medicine won't work together.
abdominal pain	The upper right abdominal pain sometimes becomes more obvious when you drink. What kind of medication should you take? (Men, 45 years old)
abdominal pain	There's a certain abdominal pain and anal depression in recent times. What's going on?
ventilation	I'm sorry, I'm sorry. I'm sorry.
bitterness in the mouth	Every night around 11 p.m., at 10 p.m., there was no point in drinking any more water from a dry mouth.(Woman, 23 years old)
frustration,diarrhea,abdominal distention	I had a diarrhea this morning. I had a 7. Eight times, you're out of water, you're dizzy, you're weak, you're pregnant, it's cold?
diarrhea,dehydration	It's just that I've been having a diarrhea all morning, and I've been dehydrated.
frustration,abdominal distention	It's dizziness, incompetence, tummy, something in the stomach.
heat	Doctor, there's a fever. Can the twigs turn off the fever?
heat	I didn't have a fever when I was at the clinic.
hiccup,helicobacter infection,counter-current	What do you want to do with the phantom scab positive? The breath stinks for years. The stomach acid burps.
seung jo	Penicillin was allergic to childhood.
seung jo	But Min.
loose stool,disgusting,abdominal pain	If you'll excuse me, I'm having a pig scratch at noon, and now I'm having a stomachache, and I'm having a second poop, but it's not that rare, and I'm feeling a little sick.
bowel sound	I'm sorry, I'm sorry.
diarrhea	The slime isn't diarrhea.
abdominal pain	Now there's a pain around the belly.
frustration	The doctor why I feel so weak. Is it food poisoning?
heat	Doctor, do I have a fever in my nostrils?
abdominal pain	I was wondering if there was a doctor who said it would stop the stomach pain.
disgusting	I've been sick of my stomach lately, holding dogs and getting sick of my car.(Woman, 20 years old)
loose stool,counter-current,gastrointestinal discomfort	Sometimes the stomach is a little uncomfortable but not serious, and it's always fading, sometimes it's sticky.(The first two years of chronic hemorrhagic gastric inflammation and a month of medication have been taken without suffering, and in recent months it has been felt that the gastric acid has had a little too much but that the stomach has not been able to control it. It's better to eat a few days of gastric and gastrointestinal abstinence, and it's better to have stomach acid, but the shit's still out of shape. I'd like to know what's going on here.(Men, 19 years old)
hiccup	Sometimes, after half an hour of rice, I get this kind of hiccup in my stomach, and I feel like it's burning out of the acid in my stomach.
diarrhea,abdominal pain	In the middle of the night, she wakes up with stomach pains, pulls water, stomach pains, what do you take?
abdominal pain	OKAY. My stomach's still aching, and I think it'll have to pull later.
diarrhea	I've had saffron before.
indigestion,abdominal distention,helicobacter infection,abdominal pain,counter-current	At the beginning of last August, there was occasional abdominal pain. The gastric mirror was then examined for chronic shallow gastric inflammation and phantom rota positive. After two weeks, the pain increased, followed by anticipation, abdominal swelling, abdominal pain, indigestion, all kinds of discomforts, followed by fungicides, anti-inflammation pills, acids, the need to repair the mucous membranes of the stomach, the different potions of the stomach, which have not improved until now. Now it's mainly indigestion, abdominal inflated, and according to your suggestion, I've had a rubella antler in the last week, and the effect is not obvious.
counter-current	It's just rubella salmon, or Opera salmon, stop, it's anti-acid.
hunger,abdominal distention	Abdominal swelling is too painful, and sometimes it is accompanied by a feeling of hunger and fear of eating.
gastrointestinal dysfunction	Is this a gastrointestinal disorder?
abdominal distention,weight down	The biggest problem is abdominal swelling and a significant loss of body weight.
stomach ache,gastrointestinal discomfort	My stomach hurts. I feel sick standing up.
counter-current,abdominal distention	I don't know what you're talking about.
gastrointestinal discomfort	Hello, Dr. Tang. I'm a patient who's been sick in your hospital. I'm always sick of my stomach, especially after I've eaten. What's going on?
counter-current,abdominal distention	Sometimes it's anti-acid, but it doesn't inflate.
disgusting,abdominal pain	What's going on here?
disgusting	It's mostly particularly disgusting.
disgusting	I don't know what you're talking about.
disgusting	Don't want to vomit.
stomach ache	What's with the dry eyes, the dry nose, the pain in the stomach?
spasms	Occasional stomach spasms.
stomach ache	The stomach, the stomach, the stomach.
stomach ache	What's with the dry eyes, the dry nose, the pain in the stomach?
diarrhea	Last week I went to the hospital to take a shit. The doctor said there was an inflammation, he prescribed medication, he stopped yesterday, his stomach was a little comfortable, he had a little diarrhea, what's going on?
loose stool,stomach ache	Doctor, the stomach hurts a little before you go to the bathroom. It's mild, like, twice a day, and it used to be a little soft, sometimes rare.
gastrointestinal dysfunction	Is this an intestine disorder? Do you need an intestinal mirror?
stomach ache,abdominal distention,spasms	Doctor, five months pregnant with gastrointestinal inflammation. Stomach ache, swollen air, spasms. Can you take anything?
diarrhea,abdominal distention	The previous days had had severe constipation, ranging from two to three days, and when the stomach swollen, the toilet was used almost daily, not to mention diarrhea, but more frequently than before.
hiccup	Hiccup.
hiccup	I'm a student, and during lunch break, I'm always exhaling and hiccups, and my classmates are so embarrassed to hear.
diarrhea,abdominal pain	What do you do when your family suddenly has diarrhea and a stomachache?
abdominal pain	Schizo.
frustration	I'm sorry.
difficult eating	He didn't stutter.
abdominal distention,abdominal pain	I've been waiting for you lately.
abdominal pain	What happened to the abdominal pain for about nine hours after dinner? Half a month.(Men, 51 years old)
abdominal distention	I'm sorry.
abdominal distention,abdominal pain	In the upper abdomen, one hour after dinner, the abdominal pain was about nine hours, and no meat was eaten.
diarrhea	I'm going to take care of you.
loose stool	It's a piece of shit. It's a piece of shit.
abdominal distention,abdominal pain	Excuse me, what's wrong with the intestines? Thank you!
stomach ache,abdominal distention	Doctor, your stomach hurts like you can't digest the food, but you're in pain with your stomach sore, so you'll feel better when you stand up, and you're lying down. (Men, 28 years old)
stomach ache,abdominal pain	If you don't eat empty stomachs, your stomach hurts.
stomach ache,ventilation,abdominal distention,hiccup	He's got stomach pains when he sleeps on the table, and he farts before he has swollen. What are the symptoms?
bowel sound	I just had hot water, my stomach grunts.
disgusting	Sometimes you want to throw up.
diarrhea,stomach ache	Twenty-eight-year-old women are 34 plus four weeks pregnant. Pull the belly. Five days. Ate for three days, SIDA. Not getting any better. The first gastric ache starts with the water level four hours later. There was nothing unusual about the tests at the hospital yesterday. It's not dysentery.(female, 28 years old)
diarrhea,stomach ache	Twenty-eight-year-old women are 34 plus four weeks pregnant. Pull the belly. Five days. Ate for three days, SIDA. Not getting any better. The first gastric ache starts with the water level four hours later. There was nothing unusual about the tests at the hospital yesterday. It's not dysentery.(female, 28 years old)
hot heart	I'm seven and a half months pregnant. Now every day you eat, you're sick of your stomach, and you're burning your heart. I can't even eat anymore. It's been going on for over a month, but it's been worse this week, just for a while this afternoon, and I thought it was vitamins, and now it's a stomach abstinence after eating, and online it's the baby's stomach pressurized.
anemia	Besides, I'm personally anemic. Will it also affect the daily eating of amber nitrate, vitamins and calcium chips?
counter-current	I started going up backwards as soon as I finished, sour. It's no use walking for half an hour.
counter-current,stomach ache	What's with the stomach pain, the anti-acid water? Thank you.
hiccup,stomach ache	Ignorance, stomach insomnia, nervous. (Woman, 23 years old)
restlessness	Doctor, I think I'm having an anxiety disorder.
abdominal distention	What's wrong with a place where you feel uncomfortable when your stomach is swollen?
disgusting	But sometimes it's kind of disgusting.
diarrhea,stomach ache	Yesterday, a stomach ache vomited, but no diarrhea went to the hospital, and it was infused. What kind of diarrhea do you take today?
diarrhea	Yesterday the doctor gave only stomach inflammation. What do you want to take today?
heat,abdominal pain	No abdominal ache.
cough,difficult eating,gastrointestinal discomfort	I've been pregnant for more than four months, coughed for more than half a year, burned to death today, and I've always had a bad appetite for nothing but water. What does that have to do with the baby? (Woman, 35 years old)
cough,difficult eating,gastrointestinal discomfort	I've been pregnant for more than four months, coughed for more than half a year, burned to death today, and I've always had a bad appetite for nothing but water. What does that have to do with the baby? (Woman, 35 years old)
abdominal pain	I have a slight pain in my throat.
cough	Almost nothing, just the last time I coughed, I drank some ointment and orange water.
abdominal pain	Almost every day, drinking water has no appetite for food, and today there is pain in the stomach.
sticky stool,loose stool	I've had a couple of days and shit's a little sticky.
abdominal pain	More than three months pregnant now, it's a bit constipated from the moment of conception, but it's very serious after pregnancy, and now it's not possible to come out without a honey hydrant.
diarrhea,loose stool	The obstetrician says I'm not constipated because the big one is dry.
abdominal distention	It's really hard to get my stomach swollen, either because I can't pull it out, or because I can't even compare the list with the list of sour-bee honey-fired dragon bananas and the diets.
abdominal distention	What kind of situation is it when you can't get out of your stomach?
diarrhea	Like constipation, it's rare to pull it out with a honey bolt or an open Seoul.
gastrointestinal dysfunction	Am I a gastrointestinal disorder?
abdominal pain	Once in a while, the stomach hurts so badly that it doesn't work.
stomach ache	In the last few nights, there's a feeling of hunger in the stomach, sometimes during the day and in the afternoon, it's better to have something to eat. Do you want to take some medicine or go to the hospital?
gastrointestinal discomfort	Yes, I'm a taxi driver, and my diet has been irregular, but it's still under control, and because of the small amount of exercise, I'd like to keep my diet under control, eat two meals a day, have snacks in the middle, for years, no pain, suddenly ache in recent days, and then get better. I'd like to ask you to give me some medicine. If it doesn't work, I'll go to the stomach mirrors. I don't drink much, I don't eat hot food, but it's probably not good for the stomach if I'm out for a long time.
hiccup,disgusting,diarrhea,difficult eating,stomach ache	Hello, Doctor. I've been having diarrhea lately, hiccups, stomach pains. I had a headache all day yesterday, I couldn't eat, I almost threw up. Today I still feel sick and sick. What's wrong with my stomach?
diarrhea,stomach ache	Diarrhea is the last four days, and stomach pains may be the last six months.
counter-current	Like, apart from eating intestinal powder the other night, the sauce in intestinal powder makes me a little anti-acid.
gastrointestinal discomfort	In the last two months, after sleeping every night until morning, the stomach is uncomfortable before taking a shit. The doctor prescribed the medicine, the gastric snuff capsule, took a box for four days and felt good. I don't feel well now. Do you need to take your pills?
helicobacter infection	The first two days of the medical examination revealed the presence of a phantom rota. How should it be treated? There's no family history.(Woman, 46 years old)
helicobacter infection	Is this phantom spirulina going back if I take it to the standard?
gastrointestinal discomfort,abdominal pain	He ate bad things, drank cold drinks, had stomach pains, then threw up three times in a row and finally came out of the deepest part of his stomach, a little painful and accompanied by blood. There's no nausea and the stomach's a little uncomfortable.
abdominal pain	Last night, at 10 p.m., I had a pork chop, and it felt like there was something wrong with pork. The stomach's a little uncomfortable. McDonald's today's lunch is nothing, but the point is that orange juice is a little too cold, and the stomach starts to hurt when it's eaten. It came out in the afternoon and there were grains of rice in the vomiting food, which meant that last night's pork chops had not been digested.
heat,abdominal pain	I feel a fever and a little dizzy before my stomach comes out. It's better after it's out, but it's not completely gone.
abdominal distention	The stomach hurts occasionally these days, and then it's okay. And I'm pregnant, but I don't feel gas in it.
abdominal distention	More than once or twice. It's the kind of pain that happens when you don't eat at noon, but it doesn't hurt. This has never happened before.
abdominal pain	The question is, isn't it a small intestine that hurts below the belly? How can it be a stomach inflammation?
disgusting	What if it's like twice a day and dinner sucks?
loose stool,gastrointestinal discomfort,abdominal pain	Hello, your stomach is almost all right, but the tummy is still sick, it's so tight, it's obvious that the tummy is sick before taking a shit, it'll ease the pain, and it's gone for a long time. (Men, 24 years old)
abdominal pain	I don't know what you're talking about.
stomach ache	I'm sorry, I'm sorry.
stomach ache	I had a stomach sore in my stomach for two days, and then I took it off, and I ate some rice the next day, and I had some cereal in the afternoon, and then my stomach hurt so bad!
stomach ache	The pain in the stomach comes from eating a pepper pheasant once, and it doesn't feel good.
abdominal distention	Hello, my husband is 34 years old, he's sore, he's sour, he drinks a lot of water, or he's dry, he's not sleeping well, he wakes up in the middle of the night.
black poo,counter-current,abdominal distention	You don't feel like you can't do it without a black light.
abdominal distention	Does it feel like it's going to break, is it a stomach problem? Or is it a plant nervous disorder?
gastrointestinal discomfort	There's a difference between stomach discomfort and stomach discomfort, but that's where the stomach is.
ventilation	Hello, doctor. That's my question: What's up with farts?
ventilation	It's cold, it's spring, it's summer, sometimes it doesn't ring, sometimes it doesn't smell.
ventilation	Don't farts have any other digestive reasons? What's the intestine?
diarrhea	It's not the maintenance that doesn't eat cold, it's the tummy that eats, it's the yellow chip that's cold, you can't eat it.
gastrointestinal discomfort	Why do you feel dizzy in your stomach?
diarrhea,gastrointestinal discomfort	Is it because of my stomach? I thought it was because of air conditioning and cold drinks.
hot heart,abdominal pain	I can't believe I'm here.
diarrhea,gastrointestinal discomfort	It doesn't hurt to the left side of the tummy yesterday, is it the colon?
abdominal pain	Is it normal to have stomach ache?
diarrhea,blood in stool	What happened to yesterday's three times when the shit suddenly pulled blood off today?
loose stool	It doesn't hurt, but it's blood, and it's rare to take three more poops today.
abdominal pain	The diets are all junk foods, the environment is polluted, and she says she's always having stomach pains today.
disgusting,abdominal pain	It's a pain in the stomach, sitting there, it's a pain in the stomach, it's a feeling of vomiting.
spasms	I'm sorry.
spasms	An intestinal spasm isn't a child's thing.
blood in stool	If you don't eat the pepper, you'll be fine if you don't eat it. What's the reason?
blood in stool	Hello, as soon as I eat chili, I bleed. What's the reason?
stomach ache,gastrointestinal discomfort,abdominal pain	My stomach was sick in the middle of the night, I got up to the toilet twice, I didn't eat in the morning, and now I'm having a stomach ache, so just put your hands on it. What do you want to take?
stomach ache	I've got a stomach attack, I've got a stomach attack.
disgusting	I don't know what you're talking about.
diarrhea,disgusting,heat	Men, 48 years old, sickened in the morning, sweating more, no heat, no diarrhea, considering why? (Men, 48 years old)
heart attack	Don't panic.
disgusting	I can't wait to see my mother's sweat.
disgusting	I can't wait to see my mother's sweat.
diarrhea,loose stool,stomach ache	There is constant stomach pains, occasional pains, occasional pains, cold hands and feet, and diarrhea. It's been going on for days. What's the matter with the doctor?
gastrointestinal discomfort	The food was relatively clean during the previous period, with less food and no oil and no salt. I've had a couple of barbecues and self-helps out there in the last few days, and my stomach's not feeling well. It's a little lower than the stomach, top of the belly button. Now you eat a little, and you panic, and sometimes it hurts a little. What's the situation?
diarrhea,ventilation,hiccup	It's not sour. It's the position of the upper belly button. It hurts when you eat it. Sometimes hiccups and farts. You go to the bathroom more often, but you don't have diarrhea.
abdominal distention	Where's the digital? Eats the whole intestinal, but it hurts and swells after an hour or two.
abdominal distention	The unit's C14 exhale test value (normal value < 100) was 787 and there was a pain in the stomach at the top of the stomach after a major vomiting three months ago. Is the doctor serious? How should I treat him?
loose stool	I've been shitting so thin.
diarrhea,stomach ache	I had a hot pot the previous night and I had a regular lunch and two cups of coffee and dinner, and then I came home at 8 p.m. and I had hot water and bread and asked what was going on?
cough,shortness of breath,gastrointestinal discomfort	During this period, the stomach was uncomfortable and there was chronic shallow gastric inflammation, accompanied by low fever. Not a lot of coughing, not a lot of breathing. He hasn't been out of the house for 20 days. He hasn't had contact with outsiders.
heat	There was a slight low fever in the previous period, and there was no fever in the past few days, and it started again yesterday.
diarrhea,sore throat	No diarrhea, no throat pain.
ventilation	What's going on with all the exhausts every day, doctor?
stomach ache	What's with the pain in the stomach when you eat?
disgusting,bowel sound,diarrhea,ventilation,counter-current	Excuse me, old tummy grunts, nausea, tummy, and then nothing, farts, toilet, stench, nausea, anti-acid, and for what reason? (Men, 14 years old)
hiccup	I'm sorry.
restlessness,gastrointestinal discomfort	I'm not going anywhere.
restlessness	Recently, he's been a stutterer, a stutterer, a stimulator, and a coward.
hiccup,gastrointestinal discomfort	Sometimes when you get angry, you get sick of your stomach, and you start hiccuping.
abdominal pain	I'm so sorry for your loss.
urgent urination	There's no need to pee.
diarrhea,restlessness	Hello, at a special time, I'm a little anxious about my body, so I'd like a doctor to take a look at it. The 37th, 837th, 9th, 5th, 7th, 11th, 6th. It's 8:51. It's 36 at 37th and 10th.9 degrees 11:37.2 p.m. 37 p.m. Five's a little diarrhea, and 11's today's count of 37.2-37. Between three. Trouble. (woman, 43 years old)
cough	Blah, blah, blah, blah, blah.
diarrhea	I've always wanted to go to the bathroom, but it doesn't have to come out. It's not that rare.
heat	I have a fever.
diarrhea	I see new pneumonia with diarrhea.
hiccup,sore throat,hot heart,gastrointestinal discomfort	He's got a bad stomach. He's been burning from his throat to his stomach for a few days. Furthermore, he's always hiccups. Furthermore, he's got a lot of hiccups.
gastrointestinal discomfort	Three or four days, I've had a bad stomach, and I've had a few days of shit once, as I've done before, but this time it's good.
stomach ache,water swollen	My mom's 55 years old, with shallow gastric inflammation, 12 intestinal inflammation, stomach swollen, red spots, blood-filling. It's been a pain in the stomach, it's like something in the stomach, it's been taking it for a long time, sometimes it's better, but it still hurts for some time. What do we do with the help of a doctor?
helicobacter infection	The previous two days at the hospital, more than 600 phantom screws. Is it serious? Is it contagious?
disgusting	Take the pills now, it's so painful, it's a little disgusting.
gastrointestinal discomfort	Now you're taking your pills, and you're not feeling well in your stomach.
disgusting	A heart attack.
black poo	Six months ago, my ulcer caused stomach bleeding, and now I've got black poop, and I've got to take Chinese medicine.
frustration	It's a little weak.
heat	No vomit fever.
urgent urination,frequent urination	A little pee-pee-pee-pee-pee.
urgent urination,frequent urination	It's not a piss rush.
counter-current	Hello, doctor: Is the acid anti-septic, or not? (Men, 40 years old)
abdominal distention	— I'm hungry.
hiccup	Always trying to burp out.
counter-current	I don't think we're going to get back to the lung.
counter-current	There's no other reason for saliva.
gastrointestinal discomfort	The stomach liver is indisposed with alcohol, and it is possible to infuse the liquid Omelazepam, a combination of amphetamine dichloride, with a combination of glycerin and potassium chloride and three vials of infusion.
abdominal distention,gastrointestinal discomfort	He's got a bad stomach, he's got a bad stomach, he's got a bad stomach, he's had stomach mirrors, 12-finger intestinal inflammation, and he's just had surgery in the hospital.
disgusting	A little nauseous, no appetite, a little dung.
diarrhea,gastrointestinal discomfort	The stomach and stomach are not feeling well these days, they've had a slight ache, they've had diarrhea, they've been eating fluorine, they've got neutron pills, they're not working.
diarrhea	Starting diarrhea today, three times.
heat	(Laughter)
diarrhea,blood in stool	It's a little shit. It's not much. Furthermore, it's a diarrhea.
abdominal pain	No abdominal pain.
diarrhea	It's just that it's always been chili and diarrhea.
sticky stool	It's not constipated, but the shit is sticky.
stomach ache	It doesn't hurt in the stomach. Can you call it a recovery?
restlessness	It doesn't hurt much, it hurts so bad, it's so annoying.
gastrointestinal discomfort	I can't even move now because I'm not feeling well.
abdominal distention	My stomach always feels so swollen.
stomach ache	He was treated for chronic shallow gastric inflammation, and now he's having a stomach ache.
stomach ache	He was previously treated at the First Annex Hospital of the Guangzhou University of Chinese Medicine and is now suffering from stomach pain.
helicobacter infection	I don't know what you're talking about.
disgusting	All of a sudden I feel nauseous and my stomach presses like it's getting worse (woman, 20 years old)
diarrhea	No diarrhea.
abdominal pain	My stomach doesn't hurt. It's kind of hot for dinner today, but it's at 6:00.
blood in stool	What's with the blood in the shit these days?
hemorrhoid	I don't have hemorrhoids.
abdominal distention	In the last six months, the lower right bellies have grown a little, and the poop is dry in the front, and the rest is rare, with slime. There was chronic stomach infestation in the stomach mirror last year. What's this about?
abdominal distention,abdominal pain	For about six months, nothing uncomfortable is the swelling around the belly button, the swelling on the right.
diarrhea,bowel sound,counter-current,hiccup	The stomach burp, anti-acid, grumpy, diarrhea, almost an hour from 4 p.m. yesterday. What kind of medication do you need?
frustration,diarrhea	The diarrhea is watery and the body is weak.
diarrhea,bowel sound	It's mainly the rumbling of the stomach, and it's diarrhea after eating anything.
stomach ache	Because it started with a stomach ache, and then it started to hurt on the left side of the stomach.
helicobacter infection,abdominal distention	I don't know what it's like to sleep at night, and I'm not feeling well, mostly with my neck and back. I had a liver function check a year ago, I had a high amino enzyme, and then I had a drink of beer since I got the hepatitis B antibody vaccine.
abdominal distention	It's easy to swollen after dinner, and it's not as good as it used to be.
abdominal distention	Two triple therapy sessions were used, and the diarrhea bloated.
hot heart	I'm afraid of burning my heart.
abdominal pain	Last night, 35 weeks of pregnancy, the baby flipped and threw up, but nothing happened this morning. Do you want to go to the hospital?
indigestion	No, I don't know if I blew some air conditioning yesterday morning, or if I ate too much at night to digest and didn't eat anything dirty.
diarrhea	The first thing I do when I wake up in the morning is to go to the bathroom, pull it thin, last for over two months. What's going on?
diarrhea	I'll take it once in the morning. I can't go to the bathroom for a day.
abdominal pain	The tummy doesn't hurt, it's like there are anal cracks, there's some pain when you shit, and then I think it's okay, and it doesn't take any medicine.
stomach ache	What's the reason for the sudden stomach ache?
blood in stool	There's no blood in the shit, but there's blood in the anus.
counter-current	It's hard to eat at night. It's so bad to throw up at dinner.
dysphagia	I'm still having a hard time. I'm a little squeezing. Something's not spitting out.
hiccup	Sleeping late last night, waking up dizzy, having dinner and sleeping for a while, getting a little nauseous when hiccups, what's the reason?
hiccup	Sleeping late last night, waking up dizzy, having breakfast and sleeping for a while, a little nausea in hiccup, what's the reason?
hiccup,disgusting	I'm sick of stomach abstinence when I burp.
disgusting	What's with the pain in the stomach and the nausea?
abdominal pain	No, it's the stomach center with the navel all around it.
abdominal pain	In the middle of the night, there was a pain around the belly, especially under the belly, which lasted a few minutes.(Men, 38 years old)
diarrhea,abdominal pain	Okay, thanks. It's a cold diarrhea that hurts?
bowel sound	What's with the sound of my stomach when I move?
frustration,diarrhea	Doctor, last night's pork dumplings and a big glass of apple juice. I felt sick last night. At three o'clock, he threw up a little, and this morning he had a diarrhea. I'm so tired right now (Men, 32 years old)
hemorrhoid	In the last month, it was noticed that he was beating like a pulse, with intestinal mirrors and stomach mirrors in the summer, hemorrhoid surgery and a relapse but constipation.
disgusting	It's not disgusting.
counter-current	I had a bowl of oatmeal at noon and ate two potatoes, spitted acid, and I ate a bottle of security and oral fluid.
abdominal distention	A little abdominal.
nasal congestion	A little nasal.
counter-current	It's just a matter of time before it's too late. It's just a matter of time before it's too late.
abdominal distention	Some are starting to blob.
difficult eating	My girlfriend doesn't want to eat recently. She'll be full once in a while. What's the reason?
bowel sound	In the stomach, there's an intermittent grunt, like a current. I don't know why. Ask a doctor for help.
diarrhea,gastrointestinal discomfort	He's got a bad stomach, he's got a tummy, he's got a little rad, he pulls it a few times a day.
abdominal distention	It's not fixed, it's full.
abdominal pain	Hello, my stomach hurts under the right side of my ribs.
abdominal distention	I don't know what you're talking about.
counter-current	What's sour in your mouth? What's sour in your mouth?
difficult eating,disgusting	If you want something to eat or if you don't want to eat, you're going to throw up again.
frustration	Since morning, I've been in a state of discomfort.
disgusting	It's just something you want to eat and throw up.
frustration	It's probably the last time I've had sex with my client, today I've eaten tofu and cucumbers, and then I've been bored all day, and I've been working more recently than I've been working a day since I've had to finish my smell and spit.
stomach ache	Seventeen years old, about two or three days old, ate and drank water, had a stomach ache the previous 10 days, and then became better. The doctors said it was gastrointestinal inflammation, and it was bad for me to take the medication, and the menstrual period was normal.(female, 17 years old)
heat	No fever.
diarrhea	I've been having diarrhea all these days.
disgusting	I've just had a saliva, and I'm going to throw up again.
diarrhea	The next day, hang the water for two days, still pull, what do we do?
heat,stomach ache	No fever, stomach ache.
abdominal pain	My stomach was sore in the middle of last night, it's sore in the day, it's sore in the waist. What's going on?
stomach ache	The pain is in the upper part of the belly button, and I don't feel like it. It's a pain in the stomach, it's a pain in the stomach, it's a pain in the stomach, it's nothing, it's nothing, it's sour, it's like going to Aunty's acid.
